Revised_Energy_Efficiency_Rating,Lower_Super_Output_Area
E,E01004075
D,E01004076
E,E01004077
D,E01004078
E,E01004079
E,E01004080
D,E01004081
D,E01004082
C,E01004083
D,E01004084
D,E01004085
E,E01004086
E,E01004087
C,E01004088
C,E01004089
C,E01004090
E,E01004091
E,E01004092
D,E01004093
D,E01004094
C,E01004095
D,E01004096
E,E01004097
E,E01004098
D,E01004099
E,E01004100
E,E01004101
E,E01004102
D,E01004103
E,E01004104
E,E01004105
E,E01004106
D,E01004107
D,E01004108
D,E01004109
D,E01004110
E,E01004111
D,E01004112
D,E01004114
D,E01004115
E,E01004116
D,E01004117
E,E01004118
E,E01004119
E,E01004120
E,E01004121
E,E01004122
D,E01004123
D,E01004124
D,E01004125
D,E01004126
D,E01004127
D,E01004128
D,E01004129
E,E01004130
D,E01004131
D,E01004132
E,E01004133
E,E01004134
E,E01004135
E,E01004136
D,E01004137
D,E01004138
E,E01004139
D,E01004140
D,E01004141
C,E01004142
D,E01004143
E,E01004144
D,E01004145
D,E01004146
D,E01004147
D,E01004148
D,E01004149
D,E01004150
D,E01004151
D,E01004152
D,E01004153
E,E01004154
D,E01004155
D,E01004156
E,E01004157
D,E01004158
D,E01004159
D,E01004160
D,E01004161
D,E01004162
D,E01004163
D,E01004164
D,E01004165
D,E01004166
D,E01004167
E,E01004168
D,E01004169
E,E01004170
E,E01004171
D,E01004172
E,E01004173
E,E01004174
D,E01004175
D,E01004176
D,E01004177
D,E01004178
E,E01004179
E,E01004180
D,E01004181
D,E01004182
D,E01004183
D,E01004184
D,E01004185
D,E01004186
D,E01004187
D,E01004188
D,E01004189
E,E01004190
D,E01004191
D,E01004192
C,E01004193
E,E01004194
D,E01004195
D,E01004196
D,E01004197
D,E01004198
D,E01004199
D,E01004200
D,E01004201
D,E01004202
D,E01004203
D,E01004204
D,E01004205
D,E01004206
D,E01004207
E,E01004208
D,E01004209
D,E01004211
C,E01004212
C,E01004214
C,E01004215
C,E01004216
D,E01004217
C,E01004218
D,E01004219
C,E01004221
C,E01004222
C,E01004223
C,E01004224
D,E01004225
B,E01004226
D,E01004228
C,E01004229
D,E01004230
C,E01004231
D,E01004232
C,E01004233
D,E01004234
D,E01004235
D,E01004236
C,E01004237
B,E01004238
D,E01004239
C,E01004240
D,E01004241
C,E01004242
D,E01004243
D,E01004244
B,E01004245
D,E01004246
C,E01004247
D,E01004248
D,E01004249
C,E01004250
D,E01004251
D,E01004252
D,E01004253
C,E01004254
C,E01004255
D,E01004256
D,E01004257
C,E01004258
D,E01004259
C,E01004260
D,E01004261
D,E01004262
D,E01004263
D,E01004264
D,E01004266
C,E01004267
D,E01004268
C,E01004269
D,E01004270
B,E01004271
C,E01004272
B,E01004273
C,E01004274
D,E01004275
C,E01004276
C,E01004277
C,E01004280
C,E01004281
D,E01004283
C,E01004284
C,E01004285
C,E01004286
C,E01004287
D,E01004288
D,E01004289
C,E01004290
D,E01004291
C,E01004292
C,E01004293
C,E01004294
C,E01004295
C,E01004296
C,E01004297
C,E01004298
C,E01004300
D,E01004301
C,E01004302
C,E01004303
C,E01004304
D,E01004305
D,E01004306
C,E01004307
D,E01004308
C,E01004309
D,E01004310
C,E01004311
D,E01004312
D,E01004313
D,E01004314
D,E01004315
D,E01004316
C,E01004317
C,E01004318
D,E01004319
D,E01004321
D,E01004322
D,E01004323
D,E01004324
C,E01004325
D,E01004326
D,E01004327
D,E01004328
D,E01004329
D,E01004330
D,E01004331
D,E01004332
D,E01004333
C,E01004334
C,E01004335
D,E01004336
D,E01004337
D,E01004338
D,E01004339
D,E01004340
C,E01004341
D,E01004342
D,E01004343
D,E01004344
D,E01004345
D,E01004346
D,E01004347
D,E01004348
D,E01004349
D,E01004350
D,E01004351
D,E01004352
D,E01004353
D,E01004354
D,E01004355
D,E01004356
E,E01004357
D,E01004358
D,E01004359
E,E01004360
E,E01004361
D,E01004362
D,E01004363
D,E01004364
D,E01004365
D,E01004366
D,E01004367
D,E01004368
D,E01004369
D,E01004370
D,E01004371
D,E01004372
D,E01004373
D,E01004374
D,E01004375
D,E01004376
D,E01004377
D,E01004378
D,E01004379
E,E01004380
D,E01004381
D,E01004382
D,E01004383
D,E01004384
D,E01004385
E,E01004386
D,E01004387
D,E01004388
D,E01004389
D,E01004390
D,E01004391
D,E01004392
D,E01004393
D,E01004394
D,E01004395
D,E01004396
D,E01004397
D,E01004398
D,E01004399
D,E01004400
D,E01004401
D,E01004402
D,E01004403
D,E01004404
D,E01004405
D,E01004406
D,E01004407
D,E01004408
D,E01004409
D,E01004410
D,E01004411
D,E01004412
C,E01004413
D,E01004414
D,E01004415
D,E01004416
D,E01004417
D,E01004418
D,E01004419
D,E01004420
D,E01004421
D,E01004422
D,E01004423
D,E01004424
D,E01004425
D,E01004426
D,E01004427
C,E01004428
D,E01004429
D,E01004430
D,E01004432
D,E01004434
D,E01004435
D,E01004436
D,E01004437
D,E01004438
D,E01004439
D,E01004440
D,E01004441
D,E01004442
D,E01004443
D,E01004444
D,E01004445
D,E01004446
D,E01004447
D,E01004448
C,E01004449
D,E01004450
D,E01004451
D,E01004452
D,E01004453
D,E01004454
D,E01004455
C,E01004456
D,E01004457
D,E01004458
C,E01004459
D,E01004460
D,E01004461
D,E01004462
D,E01004463
D,E01004464
D,E01004465
D,E01004466
D,E01004467
D,E01004468
D,E01004469
D,E01004470
D,E01004471
D,E01004472
D,E01004473
D,E01004474
D,E01004475
D,E01004476
D,E01004477
D,E01004478
D,E01004479
D,E01004480
D,E01004481
D,E01004482
C,E01004483
D,E01004484
D,E01004485
D,E01004486
D,E01004487
D,E01004488
D,E01004489
D,E01004490
B,E01004491
D,E01004492
D,E01004493
D,E01004494
D,E01004495
D,E01004496
D,E01004497
D,E01004498
D,E01004499
D,E01004500
D,E01004501
D,E01004502
D,E01004503
D,E01004504
D,E01004505
D,E01004506
D,E01004507
D,E01004508
C,E01004509
D,E01004510
D,E01004511
D,E01004512
D,E01004513
D,E01004514
D,E01004515
D,E01004516
D,E01004517
D,E01004518
D,E01004519
D,E01004520
D,E01004521
D,E01004522
D,E01004523
D,E01004524
D,E01004525
D,E01004526
D,E01004527
C,E01004528
D,E01004529
D,E01004530
D,E01004531
D,E01004532
D,E01004533
D,E01004534
C,E01004535
D,E01004536
D,E01004537
D,E01004538
C,E01004539
D,E01004540
C,E01004541
D,E01004542
D,E01004543
D,E01004544
C,E01004545
D,E01004546
D,E01004547
D,E01004548
D,E01004549
D,E01004550
D,E01004551
D,E01004552
D,E01004553
D,E01004554
D,E01004555
D,E01004556
D,E01004557
D,E01004558
D,E01004559
D,E01004560
B,E01004562
D,E01004563
D,E01004564
D,E01004565
D,E01004566
D,E01004567
D,E01004568
D,E01004569
D,E01004570
C,E01004571
D,E01004572
D,E01004573
C,E01004574
C,E01004575
C,E01004576
D,E01004577
D,E01004579
D,E01004580
D,E01004581
C,E01004582
C,E01004583
D,E01004584
D,E01004585
D,E01004586
D,E01004587
D,E01004588
D,E01004589
D,E01004590
D,E01004591
D,E01004592
D,E01004593
D,E01004594
D,E01004595
D,E01004596
D,E01004597
D,E01004598
D,E01004599
C,E01004600
D,E01004601
D,E01004602
D,E01004604
D,E01004605
D,E01004606
D,E01004607
D,E01004608
D,E01004609
D,E01004610
D,E01004611
D,E01004612
D,E01004613
D,E01004614
D,E01004615
D,E01004616
D,E01004617
D,E01004618
D,E01004619
D,E01004620
D,E01004621
C,E01004622
D,E01004623
D,E01004624
E,E01004625
D,E01004626
D,E01004627
D,E01004628
D,E01004629
D,E01004630
D,E01004631
D,E01004632
D,E01004633
D,E01004634
D,E01004635
D,E01004636
D,E01004637
E,E01004638
D,E01004639
D,E01004640
D,E01004641
D,E01004642
D,E01004643
D,E01004644
D,E01004645
D,E01004646
D,E01004647
D,E01004648
D,E01004649
D,E01004650
D,E01004651
D,E01004652
D,E01004653
D,E01004654
D,E01004656
D,E01004657
D,E01004658
D,E01004659
D,E01004660
D,E01004661
D,E01004662
D,E01004663
D,E01004665
D,E01004666
D,E01004667
C,E01004668
D,E01004669
C,E01004670
D,E01004674
C,E01004675
D,E01004676
D,E01004677
D,E01004678
D,E01004679
D,E01004680
D,E01004681
D,E01004682
D,E01004683
D,E01004684
C,E01004686
D,E01004687
D,E01004688
D,E01004689
D,E01004690
D,E01004691
D,E01004692
D,E01004693
D,E01004694
D,E01004695
C,E01004696
D,E01004697
D,E01004698
D,E01004699
D,E01004700
D,E01004701
C,E01004702
D,E01004703
D,E01004705
D,E01004706
D,E01004707
D,E01004708
D,E01004709
D,E01004710
C,E01004711
D,E01004712
D,E01004713
D,E01004714
D,E01004715
D,E01004716
D,E01004717
D,E01004718
D,E01004719
D,E01004720
D,E01004721
D,E01004722
D,E01004723
D,E01004724
C,E01004725
D,E01004726
D,E01004727
D,E01004728
D,E01004729
D,E01004730
C,E01004731
C,E01004732
C,E01004733
D,E01004734
D,E01004735
D,E01004736
D,E01004737
D,E01004738
D,E01004739
C,E01004740
C,E01004741
D,E01004742
C,E01004743
D,E01004744
D,E01004745
D,E01004746
C,E01004747
D,E01004748
D,E01004749
D,E01004750
D,E01004751
D,E01004752
D,E01004753
C,E01004754
C,E01004755
D,E01004756
D,E01004757
D,E01004760
D,E01004761
D,E01004762
D,E01004763
D,E01004765
D,E01015971
D,E01021744
D,E01021752
B,E01023548
E,E01023839
D,E01023840
D,E01023849
F,E01024151
D,E01024153
D,E01024421
E,E01024439
E,E01024440
F,E01028671
D,E01030323
D,E01030389
D,E01030408
D,E01030565
C,E01030747
D,E01030857
E,E01030860
D,E01032512
C,E01032513
D,E01032562
E,E01032563
D,E01032564
D,E01032565
D,E01032566
D,E01032567
D,E01032568
D,E01032569
D,E01032570
D,E01032572
D,E01032573
D,E01032574
C,E01032575
D,E01032576
D,E01032577
D,E01032579
D,E01032580
D,E01032581
D,E01032582
C,E01032583
D,E01032584
E,E01032623
D,E01032624
D,E01032637
C,E01032638
B,E01032639
C,E01032640
C,E01032646
C,E01032719
B,E01032720
D,E01032722
D,E01032739
D,E01032740
D,E01032741
B,E01032742
B,E01032743
D,E01032744
C,E01032764
C,E01032765
C,E01032766
D,E01032767
C,E01032768
C,E01032769
B,E01032770
E,E01032771
B,E01032772
C,E01032773
B,E01032774
C,E01032775
C,E01032776
C,E01032777
B,E01032778
C,E01032779
C,E01032780
C,E01032781
B,E01032782
C,E01032783
C,E01032784
C,E01032785
D,E01032786
D,E01032787
D,E01032788
C,E01032789
C,E01032790
C,E01032803
D,E01032805
C,E01032834
C,E01033000
C,E01033030
C,E01033081
C,E01033082
C,E01033083
D,E01033084
C,E01033085
C,E01033086
C,E01033093
C,E01033098
C,E01033099
D,E01033100
C,E01033101
C,E01033132
C,E01033133
D,E01033135
C,E01033146
C,E01033148
C,E01033150
C,E01033151
D,E01033153
D,E01033207
C,E01033208
D,E01033262
D,E01033320
C,E01033322
D,E01033324
C,E01033325
D,E01033327
D,E01033341
B,E01033424
D,E01033455
C,E01033456
D,E01033457
D,E01033463
D,E01033464
D,E01033485
D,E01033486
B,E01033487
B,E01033488
C,E01033489
C,E01033490
D,E01033491
B,E01033492
B,E01033493
D,E01033494
C,E01033568
D,E01033569
C,E01033570
D,E01033571
C,E01033572
C,E01033573
C,E01033574
C,E01033575
B,E01033576
C,E01033577
C,E01033578
C,E01033579
C,E01033580
C,E01033581
C,E01033582
B,E01033583
D,E01033584
C,E01033585
D,E01033586
B,E01033587
D,E01033588
C,E01033589
C,E01033590
D,E01033591
C,E01033592
C,E01033593
D,E01033594
D,E01033595
D,E01033596
C,E01033597
C,E01033598
B,E01033599
D,E01033600
C,E01033601
D,E01033602
D,E01033603
D,E01033604
D,E01033605
D,E01033606
D,E01033607
D,E01033608
C,E01033698
D,E01033699
C,E01033700
C,E01033701
C,E01033702
D,E01033703
C,E01033704
C,E01033705
D,E01033706
C,E01033707
D,E01033708
D,E01033709
C,E01033710
C,E01033711
D,E01033712
D,E01033713
D,E01033724
D,E01033725
B,E01033726
C,E01033727
D,E01033728
D,E01033729
B,E01033730
B,E01033731
B,E01033732
B,E01033733
B,E01033734
D,E01033735
B,E01033736
D,E01033737
D,E01033738
B,E01033739
C,E01033740
C,E01033741
B,E01033742
C,E01033743
C,E01033744
C,E01033745
D,E01033746
